Country,Category,DateTime,Value,Frequency,HistoricalDataSymbol,LastUpdate
Euro Area,Currency,2017-08-20T00:00:00,1.1753,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-08-21T00:00:00,1.1814,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-08-22T00:00:00,1.176,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-08-23T00:00:00,1.1805,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-08-24T00:00:00,1.1797,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-08-25T00:00:00,1.1924,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-08-27T00:00:00,1.1954,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-08-28T00:00:00,1.1977,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-08-29T00:00:00,1.1972,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-08-30T00:00:00,1.1881,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-08-31T00:00:00,1.1908,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-09-01T00:00:00,1.1857,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-09-03T00:00:00,1.1879,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-09-04T00:00:00,1.1895,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-09-05T00:00:00,1.1912,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-09-06T00:00:00,1.1915,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-09-07T00:00:00,1.2021,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-09-08T00:00:00,1.2033,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-09-10T00:00:00,1.2016,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-09-11T00:00:00,1.1951,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-09-12T00:00:00,1.1965,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-09-13T00:00:00,1.1885,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-09-14T00:00:00,1.1918,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-09-15T00:00:00,1.1941,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-09-17T00:00:00,1.1935,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-09-18T00:00:00,1.1952,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-09-19T00:00:00,1.1992,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-09-20T00:00:00,1.1891,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-09-21T00:00:00,1.1939,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-09-22T00:00:00,1.1952,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-09-24T00:00:00,1.1925,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-09-25T00:00:00,1.1846,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-09-26T00:00:00,1.1791,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-09-27T00:00:00,1.1743,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-09-28T00:00:00,1.1784,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-09-29T00:00:00,1.1812,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-10-01T00:00:00,1.1808,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-10-02T00:00:00,1.173,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-10-03T00:00:00,1.1742,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-10-04T00:00:00,1.1759,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-10-05T00:00:00,1.171,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-10-06T00:00:00,1.1733,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-10-08T00:00:00,1.1742,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-10-09T00:00:00,1.1739,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-10-10T00:00:00,1.1806,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-10-11T00:00:00,1.1857,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-10-12T00:00:00,1.1829,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-10-13T00:00:00,1.1822,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-10-15T00:00:00,1.1809,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-10-16T00:00:00,1.1795,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-10-17T00:00:00,1.1766,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-10-18T00:00:00,1.1787,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-10-19T00:00:00,1.185,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-10-20T00:00:00,1.1783,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-10-22T00:00:00,1.1756,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-10-23T00:00:00,1.1747,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-10-24T00:00:00,1.1759,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-10-25T00:00:00,1.1812,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-10-26T00:00:00,1.165,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-10-27T00:00:00,1.1608,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-10-29T00:00:00,1.1607,Daily,EURUSD,2020-05-16T16:21:33.813
